"SiteId","SiteName","MonitorDate","AQI","SO2SubIndex","COSubIndex","O3SubIndex","PM10SubIndex","NO2SubIndex","O38SubIndex","PM25SubIndex"
53,"楠梓","2018-04-10",93,13,6,NA,59,37,93,73
54,"左營","2018-04-10",87,11,6,NA,54,34,87,55
56,"前金","2018-04-10",93,11,7,NA,51,36,93,55
57,"前鎮","2018-04-10",66,27,NA,NA,51,49,NA,66
58,"小港","2018-04-10",57,31,6,NA,44,38,44,57
59,"屏東","2018-04-10",74,16,7,NA,47,42,74,65
60,"潮州","2018-04-10",77,3,3,NA,53,15,77,55
61,"恆春","2018-04-10",47,4,2,NA,32,2,47,39
62,"臺東","2018-04-10",35,3,3,NA,27,11,35,33
63,"花蓮","2018-04-10",44,6,3,NA,30,11,44,29
64,"陽明","2018-04-10",174,10,3,NA,31,10,174,69
65,"宜蘭","2018-04-10",61,3,3,NA,40,11,61,49
66,"冬山","2018-04-10",45,4,6,NA,41,16,45,45
67,"三重","2018-04-10",74,10,18,NA,60,65,NA,74
68,"中壢","2018-04-10",71,16,20,NA,62,71,NA,71
69,"竹山","2018-04-10",126,4,3,NA,48,20,126,81
70,"永和","2018-04-10",70,11,12,NA,44,48,NA,70
71,"復興","2018-04-10",67,23,10,NA,53,46,NA,67
72,"埔里","2018-04-10",104,7,6,NA,43,23,104,79
75,"馬祖","2018-04-10",132,9,6,NA,67,20,132,85
77,"金門","2018-04-10",134,16,5,NA,85,39,101,134
78,"馬公","2018-04-10",100,6,3,NA,36,8,100,57
80,"關山","2018-04-10",37,7,NA,NA,26,7,33,37
83,"麥寮","2018-04-10",106,10,NA,NA,70,23,NA,106
84,"富貴角","2018-04-10",172,7,3,NA,50,9,172,87
1,"基隆","2018-04-09",51,3,5,NA,28,17,51,44
2,"汐止","2018-04-09",58,4,6,NA,32,31,54,58
3,"萬里","2018-04-09",67,7,3,NA,31,12,67,47
4,"新店","2018-04-09",53,3,5,NA,31,17,31,53
5,"土城","2018-04-09",93,10,8,NA,45,41,93,67
6,"板橋","2018-04-09",77,10,8,NA,48,45,77,67
7,"新莊","2018-04-09",62,7,10,NA,44,54,31,62
8,"菜寮","2018-04-09",53,3,7,NA,36,41,41,53
9,"林口","2018-04-09",108,10,6,NA,50,37,108,65
10,"淡水","2018-04-09",49,6,5,NA,41,24,43,49
11,"士林","2018-04-09",58,6,5,NA,35,20,58,38
12,"中山","2018-04-09",48,4,8,NA,38,47,46,48
13,"萬華","2018-04-09",58,4,7,NA,34,34,58,41
14,"古亭","2018-04-09",61,3,6,NA,37,27,61,42
15,"松山","2018-04-09",49,4,6,NA,33,32,49,49
16,"大同","2018-04-09",56,7,19,NA,54,53,NA,56
17,"桃園","2018-04-09",67,14,8,NA,47,42,64,67
18,"大園","2018-04-09",68,4,5,NA,49,28,39,68
19,"觀音","2018-04-09",97,9,3,NA,62,26,97,84
20,"平鎮","2018-04-09",112,11,7,NA,54,54,112,55
21,"龍潭","2018-04-09",132,7,6,NA,44,53,132,71
22,"湖口","2018-04-09",126,6,3,NA,54,39,126,87
23,"竹東","2018-04-09",67,6,3,NA,51,16,67,66
24,"新竹","2018-04-09",93,4,5,NA,46,27,93,70
25,"頭份","2018-04-09",58,7,NA,NA,49,18,NA,58
26,"苗栗","2018-04-09",87,6,5,NA,52,17,87,81
27,"三義","2018-04-09",118,9,2,NA,37,10,118,69
28,"豐原","2018-04-09",122,9,7,NA,44,15,122,61
29,"沙鹿","2018-04-09",93,20,5,NA,53,26,93,66
30,"大里","2018-04-09",108,14,6,NA,54,25,108,51
31,"忠明","2018-04-09",101,17,6,NA,47,31,101,73
32,"西屯","2018-04-09",122,16,5,NA,52,29,122,74
33,"彰化","2018-04-09",90,20,7,NA,49,25,90,72
34,"線西","2018-04-09",81,17,NA,NA,55,28,NA,81
35,"二林","2018-04-09",100,7,3,NA,57,18,100,78
36,"南投","2018-04-09",84,16,6,NA,52,27,84,66
37,"斗六","2018-04-09",136,4,3,NA,44,19,136,59
38,"崙背","2018-04-09",129,7,5,NA,59,19,129,82
39,"新港","2018-04-09",101,14,7,NA,59,30,101,67
40,"朴子","2018-04-09",115,6,5,NA,57,17,115,66
41,"臺西","2018-04-09",92,7,NA,NA,59,24,NA,92
42,"嘉義","2018-04-09",101,7,3,NA,42,20,101,38
43,"新營","2018-04-09",71,6,5,NA,54,29,71,61
44,"善化","2018-04-09",64,16,3,NA,49,18,64,58
45,"安南","2018-04-09",87,6,5,NA,59,34,87,70
46,"臺南","2018-04-09",97,7,6,NA,52,25,97,63
47,"美濃","2018-04-09",104,4,5,NA,47,11,104,53
48,"橋頭","2018-04-09",80,6,5,NA,53,26,80,71
49,"仁武","2018-04-09",118,10,5,NA,57,25,118,73
50,"鳳山","2018-04-09",70,7,7,NA,54,19,NA,70
51,"大寮","2018-04-09",101,26,6,NA,64,32,101,98
52,"林園","2018-04-09",143,14,5,NA,59,16,143,74
53,"楠梓","2018-04-09",118,7,5,NA,68,26,118,79
54,"左營","2018-04-09",132,6,5,NA,NA,19,132,60
56,"前金","2018-04-09",129,7,5,NA,54,18,129,69
57,"前鎮","2018-04-09",76,7,NA,NA,61,27,NA,76
58,"小港","2018-04-09",100,11,6,NA,57,25,100,69
59,"屏東","2018-04-09",146,6,5,NA,57,16,146,75
60,"潮州","2018-04-09",132,10,5,NA,60,19,132,65
61,"恆春","2018-04-09",67,3,2,NA,38,2,67,42
62,"臺東","2018-04-09",44,1,5,NA,31,17,44,39
63,"花蓮","2018-04-09",54,7,3,NA,31,9,54,31
64,"陽明","2018-04-09",67,7,2,NA,22,4,67,45
65,"宜蘭","2018-04-09",58,3,5,NA,49,14,58,52
66,"冬山","2018-04-09",46,4,5,NA,44,16,46,41
67,"三重","2018-04-09",67,6,23,NA,52,67,NA,48
68,"中壢","2018-04-09",57,10,12,NA,57,57,NA,55
69,"竹山","2018-04-09",132,4,3,NA,47,16,132,74
70,"永和","2018-04-09",53,6,11,NA,33,44,NA,53
71,"復興","2018-04-09",76,9,9,NA,63,31,NA,76
72,"埔里","2018-04-09",108,13,6,NA,38,23,108,67
75,"馬祖","2018-04-09",118,4,3,NA,57,24,118,74
77,"金門","2018-04-09",166,10,6,NA,92,41,166,120
78,"馬公","2018-04-09",80,3,3,NA,32,6,80,40
80,"關山","2018-04-09",44,9,NA,NA,27,5,44,41
83,"麥寮","2018-04-09",98,9,NA,NA,74,20,NA,98
84,"富貴角","2018-04-09",71,4,2,NA,35,6,71,50
1,"基隆","2018-04-08",67,3,3,NA,44,16,67,54
2,"汐止","2018-04-08",71,10,5,NA,48,25,71,63
3,"萬里","2018-04-08",74,16,2,NA,46,10,74,53
4,"新店","2018-04-08",74,3,3,NA,52,9,74,61
5,"土城","2018-04-08",55,4,6,NA,53,32,54,55
6,"板橋","2018-04-08",58,3,6,NA,57,26,51,58
7,"新莊","2018-04-08",67,3,5,NA,56,19,67,45
8,"菜寮","2018-04-08",54,4,6,NA,54,25,43,53
9,"林口","2018-04-08",80,4,5,NA,62,23,80,60
10,"淡水","2018-04-08",54,4,2,NA,54,7,44,47
11,"士林","2018-04-08",64,3,3,NA,54,11,64,53
12,"中山","2018-04-08",59,4,7,NA,59,35,50,53
13,"萬華","2018-04-08",56,4,5,NA,56,25,50,52
14,"古亭","2018-04-08",58,3,5,NA,58,21,58,45
15,"松山","2018-04-08",61,6,3,NA,53,21,61,55
16,"大同","2018-04-08",68,4,14,NA,68,52,NA,67
17,"桃園","2018-04-08",60,23,6,NA,56,24,49,60
18,"大園","2018-04-08",62,6,5,NA,62,25,37,60
19,"觀音","2018-04-08",93,16,5,NA,69,27,93,76
20,"平鎮","2018-04-08",100,4,6,NA,64,31,100,59
21,"龍潭","2018-04-08",100,4,6,NA,50,26,100,65
22,"湖口","2018-04-08",108,6,5,NA,57,28,108,65
23,"竹東","2018-04-08",64,4,5,NA,44,17,64,53
24,"新竹","2018-04-08",77,3,6,NA,50,37,77,63
25,"頭份","2018-04-08",49,7,NA,NA,49,19,NA,49
26,"苗栗","2018-04-08",74,7,5,NA,53,19,74,67
27,"三義","2018-04-08",93,9,3,NA,43,8,93,61
28,"豐原","2018-04-08",93,7,5,NA,42,14,93,58
29,"沙鹿","2018-04-08",90,13,5,NA,51,30,90,45
30,"大里","2018-04-08",93,6,6,NA,59,28,93,49
31,"忠明","2018-04-08",93,11,5,NA,46,35,93,61
32,"西屯","2018-04-08",118,13,5,NA,54,27,118,66
33,"彰化","2018-04-08",80,10,5,NA,50,17,80,65
34,"線西","2018-04-08",60,10,NA,NA,49,14,NA,60
35,"二林","2018-04-08",84,7,3,NA,57,17,84,63
36,"南投","2018-04-08",65,6,5,NA,62,21,58,65
37,"斗六","2018-04-08",108,6,5,NA,64,17,108,77
38,"崙背","2018-04-08",104,6,3,NA,61,9,104,76
39,"新港","2018-04-08",97,6,3,NA,63,15,97,68
40,"朴子","2018-04-08",100,7,3,NA,68,11,100,65
41,"臺西","2018-04-08",67,17,NA,NA,64,21,NA,67
42,"嘉義","2018-04-08",87,7,6,NA,65,20,87,64
43,"新營","2018-04-08",72,4,3,NA,68,27,64,72
44,"善化","2018-04-08",73,13,5,NA,66,17,58,73
45,"安南","2018-04-08",84,6,5,NA,68,19,84,64
46,"臺南","2018-04-08",97,7,5,NA,62,21,97,68
47,"美濃","2018-04-08",101,4,5,NA,59,8,101,70
48,"橋頭","2018-04-08",86,6,6,NA,68,23,74,86
49,"仁武","2018-04-08",101,13,6,NA,69,27,101,83
50,"鳳山","2018-04-08",84,19,7,NA,64,22,NA,84
51,"大寮","2018-04-08",104,14,6,NA,65,25,104,97
52,"林園","2018-04-08",126,14,6,NA,66,25,126,82
53,"楠梓","2018-04-08",102,6,6,NA,86,20,101,102
54,"左營","2018-04-08",108,9,6,NA,NA,25,108,80
56,"前金","2018-04-08",104,7,6,NA,76,22,104,90
57,"前鎮","2018-04-08",97,19,NA,NA,73,30,NA,97
58,"小港","2018-04-08",100,26,7,NA,66,35,100,84
59,"屏東","2018-04-08",122,11,6,NA,64,24,122,88
60,"潮州","2018-04-08",140,11,5,NA,62,16,140,79
61,"恆春","2018-04-08",77,3,2,NA,50,3,77,51
62,"臺東","2018-04-08",54,1,3,NA,54,8,46,54
63,"花蓮","2018-04-08",67,3,3,NA,59,13,67,55
64,"陽明","2018-04-08",64,10,2,NA,34,6,64,53
65,"宜蘭","2018-04-08",74,3,5,NA,60,12,74,59
66,"冬山","2018-04-08",59,6,3,NA,59,14,58,48
67,"三重","2018-04-08",68,6,15,NA,68,50,NA,46
68,"中壢","2018-04-08",64,6,16,NA,64,60,NA,52
69,"竹山","2018-04-08",115,4,5,NA,60,18,115,85
70,"永和","2018-04-08",53,1,5,NA,51,20,NA,53
71,"復興","2018-04-08",91,17,8,NA,74,27,NA,91
72,"埔里","2018-04-08",97,6,3,NA,35,20,97,61
75,"馬祖","2018-04-08",118,6,5,NA,85,8,118,80
77,"金門","2018-04-08",112,17,5,NA,98,29,112,89
78,"馬公","2018-04-08",90,3,3,NA,61,5,90,55
80,"關山","2018-04-08",57,7,NA,NA,54,7,45,57
83,"麥寮","2018-04-08",71,16,NA,NA,71,18,NA,69
84,"富貴角","2018-04-08",77,4,2,NA,59,5,77,73
1,"基隆","2018-04-07",93,3,5,NA,92,13,74,93
2,"汐止","2018-04-07",88,4,5,NA,88,29,51,87
3,"萬里","2018-04-07",122,3,3,NA,122,5,97,86
4,"新店","2018-04-07",85,6,5,NA,85,13,54,82
5,"土城","2018-04-07",94,4,5,NA,94,19,49,78
6,"板橋","2018-04-07",94,3,6,NA,94,24,46,79
7,"新莊","2018-04-07",91,3,6,NA,91,17,61,67
8,"菜寮","2018-04-07",94,3,6,NA,94,24,44,79
9,"林口","2018-04-07",101,4,5,NA,101,17,64,81
10,"淡水","2018-04-07",93,3,3,NA,93,17,42,67
11,"士林","2018-04-07",102,3,5,NA,102,22,61,91
12,"中山","2018-04-07",108,6,6,NA,108,28,42,82
13,"萬華","2018-04-07",96,6,5,NA,96,26,43,86
14,"古亭","2018-04-07",96,3,5,NA,96,22,49,69
15,"松山","2018-04-07",103,4,5,NA,103,21,50,81
16,"大同","2018-04-07",106,4,11,NA,106,44,NA,80
17,"桃園","2018-04-07",96,6,5,NA,96,22,44,77
18,"大園","2018-04-07",105,3,5,NA,105,26,31,90
19,"觀音","2018-04-07",110,4,5,NA,109,14,51,110
20,"平鎮","2018-04-07",104,6,6,NA,104,22,47,89
21,"龍潭","2018-04-07",97,4,5,NA,90,10,54,97
22,"湖口","2018-04-07",99,4,5,NA,99,13,61,89
23,"竹東","2018-04-07",78,4,5,NA,78,8,47,74
24,"新竹","2018-04-07",92,4,5,NA,87,15,49,92
25,"頭份","2018-04-07",84,3,NA,NA,84,17,NA,82
26,"苗栗","2018-04-07",90,4,5,NA,81,11,49,90
27,"三義","2018-04-07",76,3,3,NA,65,6,58,76
28,"豐原","2018-04-07",65,3,3,NA,57,8,48,65
29,"沙鹿","2018-04-07",79,3,5,NA,79,9,58,62
30,"大里","2018-04-07",65,3,5,NA,65,16,44,54
31,"忠明","2018-04-07",77,4,5,NA,70,15,50,77
32,"西屯","2018-04-07",86,3,3,NA,76,10,71,86
33,"彰化","2018-04-07",85,1,5,NA,76,13,48,85
34,"線西","2018-04-07",86,3,NA,NA,78,11,NA,86
35,"二林","2018-04-07",87,4,3,NA,87,8,50,83
36,"南投","2018-04-07",65,4,6,NA,65,20,30,61
37,"斗六","2018-04-07",86,3,5,NA,70,15,41,86
38,"崙背","2018-04-07",48,4,3,NA,NA,9,48,NA
39,"新港","2018-04-07",92,3,5,NA,92,11,49,89
40,"朴子","2018-04-07",114,6,3,NA,114,10,51,86
41,"臺西","2018-04-07",225,13,NA,NA,225,17,NA,105
42,"嘉義","2018-04-07",78,6,7,NA,78,22,42,70
43,"新營","2018-04-07",90,3,5,NA,90,14,43,89
44,"善化","2018-04-07",85,7,5,NA,81,17,39,85
45,"安南","2018-04-07",103,4,5,NA,103,14,45,77
46,"臺南","2018-04-07",87,3,6,NA,87,18,47,78
47,"美濃","2018-04-07",69,4,5,NA,69,10,31,62
48,"橋頭","2018-04-07",84,6,6,NA,79,21,39,84
49,"仁武","2018-04-07",83,11,6,NA,83,27,40,73
50,"鳳山","2018-04-07",74,11,7,NA,74,28,NA,69
51,"大寮","2018-04-07",89,10,6,NA,76,24,43,89
52,"林園","2018-04-07",83,17,5,NA,78,24,48,83
53,"楠梓","2018-04-07",97,4,6,NA,97,19,42,97
54,"左營","2018-04-07",88,6,6,NA,88,23,42,79
56,"前金","2018-04-07",93,6,7,NA,85,21,41,93
57,"前鎮","2018-04-07",90,14,NA,NA,85,32,NA,90
58,"小港","2018-04-07",90,31,7,NA,90,42,35,88
59,"屏東","2018-04-07",79,9,6,NA,76,20,40,79
60,"潮州","2018-04-07",86,7,5,NA,86,16,44,67
61,"恆春","2018-04-07",54,3,3,NA,41,3,54,47
62,"臺東","2018-04-07",60,3,5,NA,58,11,40,60
63,"花蓮","2018-04-07",66,4,6,NA,66,13,44,64
64,"陽明","2018-04-07",88,6,3,NA,71,3,74,88
65,"宜蘭","2018-04-07",85,3,3,NA,85,8,51,81
66,"冬山","2018-04-07",97,3,3,NA,97,12,46,76
67,"三重","2018-04-07",111,6,16,NA,111,53,NA,63
68,"中壢","2018-04-07",104,6,10,NA,104,48,NA,80
69,"竹山","2018-04-07",76,4,5,NA,62,15,33,76
70,"永和","2018-04-07",87,4,6,NA,87,24,NA,78
71,"復興","2018-04-07",89,16,9,NA,89,28,NA,89
72,"埔里","2018-04-07",58,4,5,NA,37,13,27,58
75,"馬祖","2018-04-07",111,3,3,NA,111,4,80,85
77,"金門","2018-04-07",104,10,3,NA,104,10,74,91
78,"馬公","2018-04-07",95,3,3,NA,95,5,74,87
80,"關山","2018-04-07",61,4,NA,NA,61,7,40,60
83,"麥寮","2018-04-07",105,9,NA,NA,105,16,NA,85
84,"富貴角","2018-04-07",120,3,3,NA,115,3,90,120
1,"基隆","2018-04-06",70,6,5,NA,49,15,45,70
2,"汐止","2018-04-06",72,4,7,NA,49,20,43,72
3,"萬里","2018-04-06",75,6,3,NA,75,9,50,70
4,"新店","2018-04-06",64,4,5,NA,45,15,40,64
5,"土城","2018-04-06",59,6,6,NA,50,23,38,59
6,"板橋","2018-04-06",70,7,6,NA,54,25,35,70
7,"新莊","2018-04-06",62,13,6,NA,51,23,39,62
8,"菜寮","2018-04-06",66,6,6,NA,47,28,32,66
9,"林口","2018-04-06",68,7,5,NA,60,25,44,68
10,"淡水","2018-04-06",63,6,6,NA,57,23,35,63
11,"士林","2018-04-06",64,6,8,NA,50,25,42,64
12,"中山","2018-04-06",60,7,7,NA,52,23,31,60
13,"萬華","2018-04-06",57,4,6,NA,44,23,32,57
14,"古亭","2018-04-06",52,4,6,NA,44,18,38,52
15,"松山","2018-04-06",59,4,5,NA,54,27,38,59
16,"大同","2018-04-06",60,3,12,NA,59,31,NA,60
17,"桃園","2018-04-06",70,11,6,NA,53,25,35,70
18,"大園","2018-04-06",65,3,3,NA,63,19,27,65
19,"觀音","2018-04-06",85,9,3,NA,64,16,40,85
20,"平鎮","2018-04-06",72,6,5,NA,61,21,38,72
21,"龍潭","2018-04-06",71,6,5,NA,49,15,39,71
22,"湖口","2018-04-06",76,7,5,NA,54,26,43,76
23,"竹東","2018-04-06",68,4,5,NA,48,10,38,68
24,"新竹","2018-04-06",70,4,5,NA,49,16,38,70
25,"頭份","2018-04-06",61,6,NA,NA,55,11,NA,61
26,"苗栗","2018-04-06",74,6,5,NA,55,13,39,74
27,"三義","2018-04-06",74,10,5,NA,43,12,43,74
28,"豐原","2018-04-06",41,7,3,NA,41,12,37,NA
29,"沙鹿","2018-04-06",66,17,5,NA,66,20,42,62
30,"大里","2018-04-06",59,7,6,NA,59,17,34,53
31,"忠明","2018-04-06",63,10,6,NA,57,19,37,63
32,"西屯","2018-04-06",71,13,6,NA,54,25,45,71
33,"彰化","2018-04-06",77,17,6,NA,61,16,36,77
34,"線西","2018-04-06",84,7,NA,NA,66,24,NA,84
35,"二林","2018-04-06",80,9,5,NA,80,18,39,74
36,"南投","2018-04-06",68,10,6,NA,57,19,30,68
37,"斗六","2018-04-06",80,3,5,NA,72,15,42,80
38,"崙背","2018-04-06",21,3,3,NA,NA,21,6,NA
39,"新港","2018-04-06",82,11,5,NA,82,16,38,80
40,"朴子","2018-04-06",104,6,5,NA,104,10,42,80
41,"臺西","2018-04-06",141,6,NA,NA,141,16,NA,112
42,"嘉義","2018-04-06",69,4,6,NA,62,17,38,69
43,"新營","2018-04-06",74,4,5,NA,74,12,33,64
44,"善化","2018-04-06",72,7,5,NA,64,10,31,72
45,"安南","2018-04-06",109,4,5,NA,109,23,38,69
46,"臺南","2018-04-06",62,6,5,NA,62,16,40,46
47,"美濃","2018-04-06",51,4,5,NA,51,9,42,51
48,"橋頭","2018-04-06",59,10,5,NA,59,16,32,55
49,"仁武","2018-04-06",59,14,5,NA,59,17,42,49
50,"鳳山","2018-04-06",54,7,5,NA,54,17,NA,50
51,"大寮","2018-04-06",69,10,5,NA,56,15,41,69
52,"林園","2018-04-06",52,11,5,NA,52,28,44,49
53,"楠梓","2018-04-06",76,7,5,NA,76,14,41,63
54,"左營","2018-04-06",61,9,5,NA,61,20,42,48
56,"前金","2018-04-06",61,10,5,NA,61,20,43,56
57,"前鎮","2018-04-06",61,19,NA,NA,61,22,NA,61
58,"小港","2018-04-06",59,11,6,NA,59,19,38,57
59,"屏東","2018-04-06",64,4,5,NA,54,16,43,64
60,"潮州","2018-04-06",53,7,5,NA,53,15,44,51
61,"恆春","2018-04-06",41,6,2,NA,30,3,41,29
62,"臺東","2018-04-06",32,3,5,NA,25,8,32,29
63,"花蓮","2018-04-06",44,10,3,NA,33,8,44,29
64,"陽明","2018-04-06",56,7,3,NA,42,8,45,56
65,"宜蘭","2018-04-06",57,4,5,NA,46,9,43,57
66,"冬山","2018-04-06",54,3,6,NA,54,16,42,46
67,"三重","2018-04-06",59,7,15,NA,59,37,NA,51
68,"中壢","2018-04-06",68,6,8,NA,62,28,NA,68
69,"竹山","2018-04-06",79,4,5,NA,52,12,42,79
70,"永和","2018-04-06",59,3,6,NA,44,20,NA,59
71,"復興","2018-04-06",63,10,6,NA,63,22,NA,61
72,"埔里","2018-04-06",78,3,5,NA,40,12,47,78
75,"馬祖","2018-04-06",59,4,5,NA,59,11,44,55
77,"金門","2018-04-06",74,11,3,NA,48,20,38,74
78,"馬公","2018-04-06",28,16,2,NA,NA,12,28,NA
80,"關山","2018-04-06",32,7,NA,NA,19,7,32,27
83,"麥寮","2018-04-06",107,7,NA,NA,107,14,NA,88
84,"富貴角","2018-04-06",98,6,3,NA,73,11,46,98
1,"基隆","2018-04-05",65,13,5,NA,31,26,48,65
2,"汐止","2018-04-05",80,14,5,NA,37,26,71,80
3,"萬里","2018-04-05",64,10,2,NA,37,10,51,64
4,"新店","2018-04-05",75,7,5,NA,42,22,58,75
5,"土城","2018-04-05",76,6,6,NA,43,27,54,76
6,"板橋","2018-04-05",79,9,7,NA,50,34,50,79
7,"新莊","2018-04-05",71,10,6,NA,43,27,49,71
8,"菜寮","2018-04-05",72,11,6,NA,42,29,31,72
9,"林口","2018-04-05",82,11,5,NA,54,25,45,82
10,"淡水","2018-04-05",70,9,6,NA,44,20,30,70
11,"士林","2018-04-05",70,9,5,NA,36,23,43,70
12,"中山","2018-04-05",67,7,6,NA,40,33,42,67
13,"萬華","2018-04-05",66,9,7,NA,36,35,44,66
14,"古亭","2018-04-05",60,9,6,NA,38,25,49,60
15,"松山","2018-04-05",68,9,6,NA,43,32,54,68
16,"大同","2018-04-05",74,9,11,NA,53,36,NA,74
17,"桃園","2018-04-05",77,11,6,NA,47,28,36,77
18,"大園","2018-04-05",81,4,3,NA,54,19,17,81
19,"觀音","2018-04-05",91,19,3,NA,57,25,32,91
20,"平鎮","2018-04-05",84,7,6,NA,56,32,41,84
21,"龍潭","2018-04-05",98,9,6,NA,52,26,45,98
22,"湖口","2018-04-05",97,11,3,NA,52,26,39,97
23,"竹東","2018-04-05",84,6,3,NA,50,10,35,84
24,"新竹","2018-04-05",84,10,5,NA,44,23,33,84
25,"頭份","2018-04-05",81,6,NA,NA,52,17,NA,81
26,"苗栗","2018-04-05",94,6,5,NA,53,17,34,94
27,"三義","2018-04-05",97,4,3,NA,46,13,48,97
28,"豐原","2018-04-05",95,4,3,NA,47,16,50,95
29,"沙鹿","2018-04-05",93,7,5,NA,58,22,45,93
30,"大里","2018-04-05",76,7,6,NA,60,25,74,76
31,"忠明","2018-04-05",94,17,5,NA,51,28,58,94
32,"西屯","2018-04-05",96,11,6,NA,55,26,71,96
33,"彰化","2018-04-05",120,17,8,NA,NA,21,41,120
34,"線西","2018-04-05",108,10,NA,NA,57,15,NA,108
35,"二林","2018-04-05",109,10,5,NA,66,17,42,109
36,"南投","2018-04-05",97,10,7,NA,59,24,44,97
37,"斗六","2018-04-05",103,6,5,NA,62,23,77,103
38,"崙背","2018-04-05",138,9,5,NA,78,10,61,138
39,"新港","2018-04-05",130,7,5,NA,78,16,77,130
40,"朴子","2018-04-05",138,9,5,NA,81,10,84,138
41,"臺西","2018-04-05",123,13,NA,NA,64,26,NA,123
42,"嘉義","2018-04-05",122,7,6,NA,66,24,80,122
43,"新營","2018-04-05",104,7,5,NA,72,20,50,104
44,"善化","2018-04-05",114,11,5,NA,66,14,49,114
45,"安南","2018-04-05",98,9,5,NA,68,14,61,98
46,"臺南","2018-04-05",108,7,5,NA,58,20,97,108
47,"美濃","2018-04-05",90,6,5,NA,57,8,90,83
48,"橋頭","2018-04-05",69,10,5,NA,48,18,46,69
49,"仁武","2018-04-05",72,13,5,NA,53,17,58,72
50,"鳳山","2018-04-05",73,13,6,NA,47,20,NA,73
51,"大寮","2018-04-05",77,20,6,NA,50,18,38,77
52,"林園","2018-04-05",63,6,5,NA,50,11,42,63
53,"楠梓","2018-04-05",76,9,5,NA,62,16,64,76
54,"左營","2018-04-05",68,14,5,NA,61,19,58,68
56,"前金","2018-04-05",76,17,5,NA,55,20,51,76
57,"前鎮","2018-04-05",78,24,NA,NA,52,25,NA,78
58,"小港","2018-04-05",61,31,5,NA,50,30,42,61
59,"屏東","2018-04-05",95,14,6,NA,59,17,67,95
60,"潮州","2018-04-05",74,13,5,NA,58,10,61,74
61,"恆春","2018-04-05",36,4,1,NA,35,2,34,36
62,"臺東","2018-04-05",38,1,5,NA,26,11,28,38
63,"花蓮","2018-04-05",34,9,3,NA,31,11,34,30
64,"陽明","2018-04-05",62,6,2,NA,26,6,47,62
65,"宜蘭","2018-04-05",54,4,3,NA,41,8,39,54
66,"冬山","2018-04-05",57,4,3,NA,41,9,32,57
67,"三重","2018-04-05",61,10,11,NA,57,39,NA,61
68,"中壢","2018-04-05",88,11,12,NA,64,29,NA,88
69,"竹山","2018-04-05",107,7,5,NA,54,17,80,107
70,"永和","2018-04-05",69,10,10,NA,43,29,NA,69
71,"復興","2018-04-05",76,20,6,NA,53,21,NA,76
72,"埔里","2018-04-05",99,4,5,NA,50,14,80,99
75,"馬祖","2018-04-05",84,4,2,NA,44,12,28,84
77,"金門","2018-04-05",79,7,2,NA,44,21,31,79
78,"馬公","2018-04-05",61,4,3,NA,35,12,35,61
80,"關山","2018-04-05",31,4,NA,NA,26,6,29,31
83,"麥寮","2018-04-05",123,11,NA,NA,80,11,NA,123
84,"富貴角","2018-04-05",73,6,2,NA,38,8,44,73
1,"基隆","2018-04-04",59,20,6,NA,31,25,42,59
2,"汐止","2018-04-04",71,16,6,NA,36,29,45,71
3,"萬里","2018-04-04",58,13,3,NA,38,10,50,58
4,"新店","2018-04-04",84,13,6,NA,39,27,84,70
5,"土城","2018-04-04",84,9,7,NA,51,27,80,84
6,"板橋","2018-04-04",93,11,8,NA,55,31,67,93
7,"新莊","2018-04-04",78,11,8,NA,49,27,77,78
8,"菜寮","2018-04-04",76,9,6,NA,44,24,40,76
9,"林口","2018-04-04",84,7,5,NA,54,28,84,81
10,"淡水","2018-04-04",67,9,6,NA,50,21,45,67
11,"士林","2018-04-04",81,7,5,NA,43,24,67,81
12,"中山","2018-04-04",74,7,8,NA,50,34,50,74
13,"萬華","2018-04-04",66,9,7,NA,42,31,61,66
14,"古亭","2018-04-04",71,9,6,NA,40,24,71,61
15,"松山","2018-04-04",65,9,6,NA,44,28,48,65
16,"大同","2018-04-04",78,7,11,NA,61,40,NA,78
17,"桃園","2018-04-04",85,26,8,NA,55,30,47,85
18,"大園","2018-04-04",85,4,6,NA,54,24,25,85
19,"觀音","2018-04-04",107,19,7,NA,67,42,46,107
20,"平鎮","2018-04-04",83,11,6,NA,60,26,61,83
21,"龍潭","2018-04-04",97,9,6,NA,53,22,64,97
22,"湖口","2018-04-04",119,9,6,NA,59,27,87,119
23,"竹東","2018-04-04",90,7,5,NA,55,12,48,90
24,"新竹","2018-04-04",95,9,6,NA,48,23,51,95
25,"頭份","2018-04-04",86,7,NA,NA,54,16,NA,86
26,"苗栗","2018-04-04",101,7,5,NA,58,16,45,101
27,"三義","2018-04-04",85,4,2,NA,44,13,47,85
28,"豐原","2018-04-04",86,4,3,NA,47,17,48,86
29,"沙鹿","2018-04-04",80,7,3,NA,55,28,43,80
30,"大里","2018-04-04",78,16,7,NA,63,23,40,78
31,"忠明","2018-04-04",98,13,7,NA,56,29,44,98
32,"西屯","2018-04-04",97,14,7,NA,56,28,47,97
33,"彰化","2018-04-04",99,14,6,NA,55,25,37,99
34,"線西","2018-04-04",93,10,NA,NA,54,26,NA,93
35,"二林","2018-04-04",85,10,6,NA,56,18,38,85
36,"南投","2018-04-04",95,14,7,NA,60,33,41,95
37,"斗六","2018-04-04",99,7,5,NA,57,34,67,99
